Verein_nr;Spieler Name;player_nr;Datum;old_club_name;old_club_nr;old_club_country;new_club_name;new_club_nr;new_club_country;MW;Ablöse
;;401526;30.06.2024;yverdon sport fc;322;Switzerland;fc sao paulo;585;Brazil;1,50 Mio €;Leih Ende
;;401526;06.09.2023;fc sao paulo;585;Brazil;yverdon sport fc;322;Switzerland;2,50 Mio €;Leihe
;;401526;31.08.2023;coritiba fc;776;Brazil;fc sao paulo;585;Brazil;2,50 Mio €;Leih Ende
;;401526;10.02.2023;fc sao paulo;585;Brazil;coritiba fc;776;Brazil;3,00 Mio €;Leihe
;;401526;31.12.2022;sc internacional;6600;Brazil;fc sao paulo;585;Brazil;3,00 Mio €;Leih Ende
;;401526;24.01.2022;fc sao paulo;585;Brazil;sc internacional;6600;Brazil;4,00 Mio €;Leihe
;;401526;01.01.2018;sao paulo fc u20;14708;Brazil;fc sao paulo;585;Brazil;-;-
;;490581;30.06.2024;yverdon sport fc;322;Switzerland;1 fc koln;3;Germany;1,20 Mio €;Leih Ende
;;490581;23.01.2024;1 fc koln;3;Germany;yverdon sport fc;322;Switzerland;1,20 Mio €;Leihe
;;490581;04.02.2022;1 fc koln ii;438;Germany;1 fc koln;3;Germany;150 Tsd €;-
;;490581;01.07.2020;1 fc koln u19;1461;Germany;1 fc koln ii;438;Germany;-;-
;;490581;01.07.2019;sv eintracht trier 05 u19;7659;Germany;1 fc koln u19;1461;Germany;-;ablösefrei
;;490581;01.07.2018;sv eintracht trier 05 u17;23218;Germany;sv eintracht trier 05 u19;7659;Germany;-;-
;;490581;31.08.2017;fc mamer 32 u17;34259;Germany;sv eintracht trier 05 u17;23218;Germany;-;ablösefrei
;;490581;30.06.2017;racing fc union luxemburg u17;29601;Luxembourg;fc mamer 32 u17;34259;Germany;-;Leih Ende
;;490581;01.01.2016;fc mamer 32 u17;34259;Luxembourg;racing fc union luxemburg u17;29601;Luxembourg;-;Leihe
;;614259;30.06.2024;yverdon sport fc;322;Switzerland;fc liverpool u21;9252;England;500 Tsd €;Leih Ende
;;614259;20.07.2023;fc liverpool u21;9252;England;yverdon sport fc;322;Switzerland;-;Leihe
;;614259;01.07.2021;fc liverpool u18;6922;England;fc liverpool u21;9252;England;-;-
;;614259;01.07.2019;fc liverpool jugend;50906;England;fc liverpool u18;6922;England;-;-
;;507466;17.07.2023;fc st gallen 1879;257;Switzerland;yverdon sport fc;322;England;400 Tsd €;?
;;507466;23.08.2022;servette fc;61;Switzerland;fc st gallen 1879;257;Switzerland;400 Tsd €;ablösefrei
;;507466;25.02.2019;servette fc u18;5506;Switzerland;servette fc;61;Switzerland;-;-
;;507466;01.07.2017;servette fc u17;14179;Switzerland;servette fc u18;5506;Switzerland;-;-
;;373301;12.07.2022;fc sion;321;Switzerland;yverdon sport fc;322;Switzerland;250 Tsd €;?
;;373301;30.06.2022;yverdon sport fc;322;Switzerland;fc sion;321;Switzerland;250 Tsd €;Leih Ende
;;373301;02.07.2021;fc sion;321;Switzerland;yverdon sport fc;322;Switzerland;150 Tsd €;Leihe
;;373301;01.07.2021;fc chiasso;510;Switzerland;fc sion;321;Switzerland;150 Tsd €;ablösefrei
;;373301;24.07.2020;sc internacional;6600;Brazil;fc chiasso;510;Switzerland;200 Tsd €;-
;;373301;01.07.2020;;515;Brazil;sc internacional;6600;Brazil;200 Tsd €;-
;;373301;09.04.2020;boa ec mg ;17561;Brazil;;515;Brazil;200 Tsd €;-
;;373301;17.01.2020;clube atletico tubarao sc ;23838;Brazil;boa ec mg ;17561;Brazil;200 Tsd €;?
;;373301;26.04.2019;sc internacional b;15466;Brazil;clube atletico tubarao sc ;23838;Brazil;200 Tsd €;?
;;373301;01.01.2019;sc internacional;6600;Brazil;sc internacional b;15466;Brazil;200 Tsd €;-
;;373301;30.11.2018;sampaio correa fc ma ;3319;Brazil;sc internacional;6600;Brazil;200 Tsd €;Leih Ende
;;373301;22.01.2018;sc internacional;6600;Brazil;sampaio correa fc ma ;3319;Brazil;200 Tsd €;Leihe
;;373301;31.12.2017;ac goianiense;15172;Brazil;sc internacional;6600;Brazil;200 Tsd €;Leih Ende
;;373301;09.06.2016;sc internacional;6600;Brazil;ac goianiense;15172;Brazil;100 Tsd €;Leihe
;;373301;01.01.2016;sc internacional b;15466;Brazil;sc internacional;6600;Brazil;-;-
;;507425;01.07.2022;neuchatel xamax fcs;625;Switzerland;yverdon sport fc;322;Switzerland;50 Tsd €;ablösefrei
;;507425;11.09.2020;standard luttich 16 fc;24394;Belgium;neuchatel xamax fcs;625;Switzerland;-;ablösefrei
;;507425;01.07.2019;standard luttich u18;66533;Belgium;standard luttich 16 fc;24394;Belgium;-;-
;;507425;16.07.2018;fc lausanne sport u16;14197;Switzerland;standard luttich u18;66533;Belgium;-;?
;;343064;16.01.2024;molde fk;687;Norway;yverdon sport fc;322;Switzerland;1,20 Mio €;?
;;343064;06.05.2021;sandnes ulf;13025;Norway;molde fk;687;Norway;400 Tsd €;?
;;343064;29.09.2020;vejle boldklub;443;Norway;sandnes ulf;13025;Norway;250 Tsd €;?
;;343064;28.09.2020;sandnes ulf;13025;Norway;vejle boldklub;443;Norway;250 Tsd €;Leih Ende
;;343064;10.06.2020;vejle boldklub;443;Norway;sandnes ulf;13025;Norway;150 Tsd €;Leihe
;;343064;27.08.2019;valerenga fotball elite;76;Norway;vejle boldklub;443;Norway;200 Tsd €;100 Tsd €
;;343064;11.06.2019;ullensaker kisa il;9987;Norway;valerenga fotball elite;76;Norway;200 Tsd €;Leih Ende
;;343064;04.03.2019;valerenga fotball elite;76;Norway;ullensaker kisa il;9987;Norway;200 Tsd €;Leihe
;;343064;31.12.2017;ullensaker kisa il;9987;Norway;valerenga fotball elite;76;Norway;100 Tsd €;Leih Ende
;;343064;15.08.2017;valerenga fotball elite;76;Norway;ullensaker kisa il;9987;Norway;50 Tsd €;Leihe
;;343064;17.08.2016;bryne fk;1057;Norway;valerenga fotball elite;76;Norway;50 Tsd €;55 Tsd €
;;343064;01.01.2015;bryne fk jugend;19368;Norway;bryne fk;1057;Norway;-;-
;;192676;04.01.2019;fc stade nyonnais;5507;Switzerland;yverdon sport fc;322;Switzerland;100 Tsd €;ablösefrei
;;192676;01.07.2017;servette fc;61;Switzerland;fc stade nyonnais;5507;Switzerland;150 Tsd €;ablösefrei
;;192676;30.06.2015;fc stade nyonnais;5507;Switzerland;servette fc;61;Switzerland;100 Tsd €;Leih Ende
;;192676;07.02.2014;servette fc;61;Switzerland;fc stade nyonnais;5507;Switzerland;50 Tsd €;Leihe
;;192676;01.07.2013;fc stade nyonnais;5507;Switzerland;servette fc;61;Switzerland;-;ablösefrei
;;192676;01.07.2012;servette fc u21;25526;Switzerland;fc stade nyonnais;5507;Switzerland;-;ablösefrei
;;682032;30.06.2024;yverdon sport fc;322;Switzerland;juventus turin;506;Italy;1,60 Mio €;Leih Ende
;;682032;18.01.2024;juventus turin;506;Italy;yverdon sport fc;322;Switzerland;1,60 Mio €;Leihe
;;682032;17.01.2024;udinese calcio;410;Italy;juventus turin;506;Italy;1,60 Mio €;Leih Ende
;;682032;07.08.2023;juventus turin;506;Italy;udinese calcio;410;Italy;1,80 Mio €;Leihe
;;682032;30.06.2023;dijon fco;2969;France;juventus turin;506;Italy;1,80 Mio €;Leih Ende
;;682032;31.01.2023;juventus turin;506;Italy;dijon fco;2969;France;2,50 Mio €;Leihe
;;682032;01.02.2022;juventus next gen;41101;Italy;juventus turin;506;Italy;2,20 Mio €;-
;;682032;28.01.2021;olympique marseille;244;France;juventus next gen;41101;Italy;2,50 Mio €;9,40 Mio €
;;682032;01.07.2019;olympique marseille b;8524;France;olympique marseille;244;France;-;-
;;682032;01.07.2018;as beziers u19;57275;France;olympique marseille b;8524;France;-;ablösefrei
;;510263;18.07.2023;ns mura;4059;Slovenia;yverdon sport fc;322;Switzerland;400 Tsd €;?
;;510263;01.01.2021;nk aluminij kidricevo;11033;Slovenia;ns mura;4059;Slovenia;600 Tsd €;ablösefrei
;;510263;28.08.2019;nk osijek ii;59009;Croatia;nk aluminij kidricevo;11033;Slovenia;200 Tsd €;ablösefrei
;;510263;30.06.2019;fk zeljeznicar sarajevo;2573;Bosnia Herzegovina;nk osijek ii;59009;Croatia;200 Tsd €;Leih Ende
;;510263;31.01.2019;nk osijek ii;59009;Croatia;fk zeljeznicar sarajevo;2573;Bosnia Herzegovina;200 Tsd €;Leihe
;;510263;31.12.2018;nk rudes;11083;Croatia;nk osijek ii;59009;Croatia;200 Tsd €;Leih Ende
;;510263;20.07.2018;nk osijek ii;59009;Croatia;nk rudes;11083;Croatia;-;Leihe
;;510263;30.06.2018;nk varazdin;599;Croatia;nk osijek ii;59009;Croatia;-;Leih Ende
;;510263;12.02.2018;nk osijek ii;59009;Croatia;nk varazdin;599;Croatia;-;Leihe
;;510263;18.01.2018;nk dugopolje;11148;Croatia;nk osijek ii;59009;Croatia;-;Leih Ende
;;510263;28.07.2017;nk osijek ii;59009;Croatia;nk dugopolje;11148;Croatia;-;Leihe
;;510263;01.07.2016;nk osijek u19;11036;Croatia;nk osijek ii;59009;Croatia;-;-
;;510263;01.07.2014;nk osijek u17;36353;Croatia;nk osijek u19;11036;Croatia;-;-
;;510263;31.08.2012;nk papuk orahovica;10315;Croatia;nk osijek u17;36353;Croatia;-;?
;;471140;22.08.2023;juventus next gen;41101;Italy;yverdon sport fc;322;Switzerland;100 Tsd €;ablösefrei
;;471140;01.07.2021;juventus turin u19;11008;Italy;juventus next gen;41101;Italy;175 Tsd €;-
;;471140;30.06.2020;fc sion u21;8508;Switzerland;juventus turin u19;11008;Italy;250 Tsd €;Leih Ende
;;471140;08.01.2020;juventus turin u19;11008;Italy;fc sion u21;8508;Switzerland;250 Tsd €;Leihe
;;471140;07.01.2020;fc sion u21;8508;Switzerland;juventus turin u19;11008;Italy;250 Tsd €;8,30 Mio €
;;471140;01.07.2019;fc sion u18;14211;Switzerland;fc sion u21;8508;Switzerland;-;-
;;471140;01.07.2018;fc sion jugend;42250;Switzerland;fc sion u18;14211;Switzerland;-;-
;;310361;30.06.2024;yverdon sport fc;322;Switzerland;fc luzern;434;Switzerland;600 Tsd €;Leih Ende
;;310361;19.07.2023;fc luzern;434;Switzerland;yverdon sport fc;322;Switzerland;300 Tsd €;Leihe
;;310361;30.06.2023;fc aarau;116;Switzerland;fc luzern;434;Switzerland;300 Tsd €;Leih Ende
;;310361;26.08.2022;fc luzern;434;Switzerland;fc aarau;116;Switzerland;400 Tsd €;Leihe
;;310361;01.07.2021;servette fc;61;Switzerland;fc luzern;434;Switzerland;800 Tsd €;380 Tsd €
;;310361;30.06.2021;fc luzern;434;Switzerland;servette fc;61;Switzerland;800 Tsd €;Leih Ende
;;310361;07.10.2020;servette fc;61;Switzerland;fc luzern;434;Switzerland;800 Tsd €;Leihe
;;310361;30.06.2019;fc aarau;116;Switzerland;servette fc;61;Switzerland;750 Tsd €;Leih Ende
;;310361;14.02.2019;servette fc;61;Switzerland;fc aarau;116;Switzerland;600 Tsd €;Leihe
;;310361;13.02.2019;fc aarau;116;Switzerland;servette fc;61;Switzerland;600 Tsd €;615 Tsd €
;;310361;01.07.2017;team aargau u21;8087;Switzerland;fc aarau;116;Switzerland;50 Tsd €;-
;;310361;21.07.2016;fc klingnau;51739;Switzerland;team aargau u21;8087;Switzerland;50 Tsd €;ablösefrei
;;310361;01.02.2016;aydinspor 1923;2376;Tï¿½rkiye;fc klingnau;51739;Switzerland;50 Tsd €;ablösefrei
;;310361;01.09.2015;bsc old boys;2016;Switzerland;aydinspor 1923;2376;Tï¿½rkiye;50 Tsd €;ablösefrei
;;310361;01.01.2015;bsc old boys jugend;24775;Switzerland;bsc old boys;2016;Switzerland;-;-
;;310361;21.07.2010;sv 08 laufenburg jugend;39662;Germany;bsc old boys jugend;24775;Switzerland;-;ablösefrei
;;514623;07.07.2022;fc sion;321;Switzerland;yverdon sport fc;322;Switzerland;300 Tsd €;?
;;514623;01.09.2020;fc sion u21;8508;Switzerland;fc sion;321;Switzerland;300 Tsd €;-
;;514623;01.07.2018;fc sion u18;14211;Switzerland;fc sion u21;8508;Switzerland;-;-
;;514623;01.07.2017;fc sion jugend;42250;Switzerland;fc sion u18;14211;Switzerland;-;-
;;607914;25.07.2022;fc la chaux de fonds;2055;Switzerland;yverdon sport fc;322;Switzerland;-;ablösefrei
;;607914;01.09.2020;neuchatel xamax fcs u21;74217;Switzerland;fc la chaux de fonds;2055;Switzerland;-;ablösefrei
;;607914;01.07.2019;team bejune u18;53756;Switzerland;neuchatel xamax fcs u21;74217;Switzerland;-;-
;;607914;01.07.2018;neuchatel xamax fcs jugend;48044;Switzerland;team bejune u18;53756;Switzerland;-;-
;;718201;03.01.2024;sd huesca;5358;Spain;yverdon sport fc;322;Switzerland;400 Tsd €;250 Tsd €
;;718201;31.12.2023;yverdon sport fc;322;Switzerland;sd huesca;5358;Spain;400 Tsd €;Leih Ende
;;718201;15.07.2023;sd huesca;5358;Spain;yverdon sport fc;322;Switzerland;300 Tsd €;Leihe
;;718201;30.06.2023;betis sevilla deportivo;2865;Spain;sd huesca;5358;Spain;300 Tsd €;Leih Ende
;;718201;12.01.2023;sd huesca;5358;Spain;betis sevilla deportivo;2865;Spain;300 Tsd €;Leihe
;;718201;01.07.2022;sd huesca b;70841;Spain;sd huesca;5358;Spain;300 Tsd €;-
;;718201;28.07.2020;sd huesca u19;23880;Spain;sd huesca b;70841;Spain;-;-
;;718201;01.07.2019;ad almudevar;41644;Spain;sd huesca u19;23880;Spain;-;ablösefrei
;;573974;09.08.2023;usm algier;6772;Algeria;yverdon sport fc;322;Switzerland;750 Tsd €;ablösefrei
;;573974;30.06.2019;as ain mlila;39016;Algeria;usm algier;6772;Algeria;200 Tsd €;Leih Ende
;;573974;23.12.2018;usm algier;6772;Algeria;as ain mlila;39016;Algeria;200 Tsd €;Leihe
;;573974;01.07.2018;ca batna;24868;Algeria;usm algier;6772;Algeria;200 Tsd €;?
;;573974;01.07.2017;js djijel;42098;Algeria;ca batna;24868;Algeria;-;?
;;346903;30.06.2024;yverdon sport fc;322;Switzerland;juventus next gen;41101;Italy;800 Tsd €;Leih Ende
;;346903;11.08.2023;juventus next gen;41101;Italy;yverdon sport fc;322;Switzerland;750 Tsd €;Leihe
;;346903;30.06.2023;ascoli calcio;408;Italy;juventus next gen;41101;Italy;750 Tsd €;Leih Ende
;;346903;06.07.2022;juventus next gen;41101;Italy;ascoli calcio;408;Italy;600 Tsd €;Leihe
;;346903;30.06.2022;fc st gallen 1879;257;Switzerland;juventus next gen;41101;Italy;600 Tsd €;Leih Ende
;;346903;14.01.2022;juventus next gen;41101;Italy;fc st gallen 1879;257;Switzerland;600 Tsd €;Leihe
;;346903;13.01.2022;fc lugano;2790;Switzerland;juventus next gen;41101;Italy;600 Tsd €;Leih Ende
;;346903;22.01.2021;juventus next gen;41101;Italy;fc lugano;2790;Switzerland;200 Tsd €;Leihe
;;346903;21.01.2021;fc lugano;2790;Switzerland;juventus next gen;41101;Italy;200 Tsd €;3,40 Mio €
;;346903;27.01.2020;fc porto b;10331;Portugal;fc lugano;2790;Switzerland;50 Tsd €;?
;;346903;01.07.2019;fc porto u19;9844;Portugal;fc porto b;10331;Portugal;50 Tsd €;-
;;346903;24.01.2018;servette fc;61;Switzerland;fc porto u19;9844;Portugal;50 Tsd €;ablösefrei
;;346903;01.07.2017;servette fc u21;25526;Switzerland;servette fc;61;Switzerland;-;-
;;346903;01.07.2016;servette fc u18;5506;Switzerland;servette fc u21;25526;Switzerland;-;-
;;346903;03.08.2011;fc plan les ouates jugend;52620;Switzerland;servette fc u18;5506;Switzerland;-;?
;;823521;09.02.2023;fc chiasso;510;Switzerland;yverdon sport fc;322;Switzerland;25 Tsd €;ablösefrei
;;823521;12.10.2020;jeanne darc de drancy u19;87140;Switzerland;fc chiasso;510;Switzerland;-;?
;;203770;26.07.2023;carabobo fc;14682;Colombia;fc stade lausanne ouchy;5499;Switzerland;500 Tsd €;ablösefrei
;;203770;12.01.2023;;515;;carabobo fc;14682;Colombia;400 Tsd €;-
;;203770;01.07.2022;usl dunkerque;9202;France;;515;;500 Tsd €;-
;;203770;24.07.2020;us orleans;10868;France;usl dunkerque;9202;France;475 Tsd €;ablösefrei
;;203770;01.07.2019;rc lens;826;France;us orleans;10868;France;600 Tsd €;ablösefrei
;;203770;01.07.2015;rc lens b;8152;France;rc lens;826;France;-;-
;;203770;01.07.2014;as saint etienne b;8515;France;rc lens b;8152;France;-;ablösefrei
;;203770;01.07.2012;as saint etienne u19;12745;France;as saint etienne b;8515;France;-;-
;;169372;30.06.2022;fc bulle;2053;Switzerland;fc stade lausanne ouchy;5499;Switzerland;100 Tsd €;Leih Ende
;;169372;15.02.2022;fc stade lausanne ouchy;5499;Switzerland;fc bulle;2053;Switzerland;100 Tsd €;Leihe
;;169372;03.09.2020;fc lausanne sport;527;Switzerland;fc stade lausanne ouchy;5499;Switzerland;100 Tsd €;ablösefrei
;;169372;01.07.2018;yverdon sport fc;322;Switzerland;fc lausanne sport;527;Switzerland;200 Tsd €;ablösefrei
;;169372;01.07.2017;fc lausanne sport;527;Switzerland;yverdon sport fc;322;Switzerland;200 Tsd €;ablösefrei
;;169372;15.07.2015;fc sion;321;Switzerland;fc lausanne sport;527;Switzerland;50 Tsd €;ablösefrei
;;169372;15.07.2014;fc le mont ls;12424;Switzerland;fc sion;321;Switzerland;-;?
;;169372;01.07.2013;yverdon sport fc;322;Switzerland;fc le mont ls;12424;Switzerland;-;?
;;169372;01.07.2010;fc lausanne sport u18;27999;Switzerland;yverdon sport fc;322;Switzerland;-;?
;;169372;01.07.2009;fc lausanne sport u16;14197;Switzerland;fc lausanne sport u18;27999;Switzerland;-;-
;;169372;01.07.2008;team vaud yverdon region et broye jugend;7073;Switzerland;fc lausanne sport u16;14197;Switzerland;-;?
;;1010818;01.07.2023;rc pays de grasse;36693;France;fc stade lausanne ouchy;5499;Switzerland;-;ablösefrei
;;1010818;01.07.2021;cavigal nice football jugend;86063;France;rc pays de grasse;36693;France;-;ablösefrei
;;417895;07.07.2021;fc stade nyonnais;5507;Switzerland;fc stade lausanne ouchy;5499;Switzerland;25 Tsd €;ablösefrei
;;417895;28.01.2020;;515;;fc stade nyonnais;5507;Switzerland;25 Tsd €;-
;;417895;01.07.2019;fc lausanne sport ii;15446;Switzerland;;515;;25 Tsd €;-
;;417895;01.01.2016;fc lausanne sport u18;27999;Switzerland;fc lausanne sport ii;15446;Switzerland;-;-
;;417895;01.07.2014;team vaud yverdon region et broye jugend;7073;Switzerland;fc lausanne sport u18;27999;Switzerland;-;-
;;417895;12.07.2013;fc montreux sports jugend;60737;Switzerland;team vaud yverdon region et broye jugend;7073;Switzerland;-;-
;;402055;01.01.2017;fc lausanne sport ii;15446;Switzerland;fc stade lausanne ouchy;5499;Switzerland;-;ablösefrei
;;402055;01.04.2016;fc lausanne sport u18;27999;Switzerland;fc lausanne sport ii;15446;Switzerland;-;-
;;460648;08.08.2023;oud heverlee leuven;2727;Belgium;fc stade lausanne ouchy;5499;Switzerland;450 Tsd €;ablösefrei
;;460648;28.08.2019;apollon limassol;429;Cyprus;oud heverlee leuven;2727;Belgium;750 Tsd €;250 Tsd €
;;460648;03.08.2018;as monaco u21;9668;Monaco;apollon limassol;429;Cyprus;-;ablösefrei
;;460648;01.07.2016;as monaco u19;9669;Monaco;as monaco u21;9668;Monaco;-;-
;;519619;01.07.2021;fc stade nyonnais;5507;Switzerland;fc stade lausanne ouchy;5499;Switzerland;150 Tsd €;ablösefrei
;;519619;23.07.2019;;515;;fc stade nyonnais;5507;Switzerland;150 Tsd €;-
;;519619;31.01.2019;pae chania;37276;Greece;;515;;150 Tsd €;-
;;519619;27.07.2018;ac ajaccio;1147;France;pae chania;37276;Greece;150 Tsd €;ablösefrei
;;519619;01.07.2017;ac ajaccio b;8305;France;ac ajaccio;1147;France;-;-
;;254972;01.07.2022;fc vaduz;163;Lichtenstein;fc stade lausanne ouchy;5499;Switzerland;400 Tsd €;?
;;254972;01.01.2021;bsc young boys;452;Switzerland;fc vaduz;163;Lichtenstein;350 Tsd €;?
;;254972;31.12.2020;fc vaduz;163;Lichtenstein;bsc young boys;452;Switzerland;350 Tsd €;Leih Ende
;;254972;09.10.2020;bsc young boys;452;Switzerland;fc vaduz;163;Lichtenstein;400 Tsd €;Leihe
;;254972;30.06.2020;fc lugano;2790;Switzerland;bsc young boys;452;Switzerland;400 Tsd €;Leih Ende
;;254972;01.07.2019;bsc young boys;452;Switzerland;fc lugano;2790;Switzerland;500 Tsd €;Leihe
;;254972;30.06.2019;fc aarau;116;Switzerland;bsc young boys;452;Switzerland;500 Tsd €;Leih Ende
;;254972;01.07.2018;bsc young boys;452;Switzerland;fc aarau;116;Switzerland;400 Tsd €;Leihe
;;254972;30.06.2018;neuchatel xamax fcs;625;Switzerland;bsc young boys;452;Switzerland;400 Tsd €;Leih Ende
;;254972;01.07.2017;bsc young boys;452;Switzerland;neuchatel xamax fcs;625;Switzerland;250 Tsd €;Leihe
;;254972;01.07.2016;bsc young boys u21;5508;Switzerland;bsc young boys;452;Switzerland;100 Tsd €;-
;;254972;01.07.2015;bsc young boys u18;14438;Switzerland;bsc young boys u21;5508;Switzerland;-;-
;;254972;01.07.2014;bsc young boys u17;32283;Switzerland;bsc young boys u18;14438;Switzerland;-;-
;;254972;01.07.2013;bsc young boys u16;32282;Switzerland;bsc young boys u17;32283;Switzerland;-;-
;;521442;14.07.2023;fc wil 1900;850;Switzerland;fc stade lausanne ouchy;5499;Switzerland;250 Tsd €;?
;;521442;01.07.2021;fc st gallen 1879 u21;9178;Switzerland;fc wil 1900;850;Switzerland;-;ablösefrei
;;521442;01.07.2019;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;521442;01.07.2018;fco st gallen wil u16;59616;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;357858;01.07.2022;fc lausanne sport;527;Switzerland;fc stade lausanne ouchy;5499;Switzerland;250 Tsd €;?
;;357858;30.06.2022;fc stade lausanne ouchy;5499;Switzerland;fc lausanne sport;527;Switzerland;250 Tsd €;Leih Ende
;;357858;14.02.2022;fc lausanne sport;527;Switzerland;fc stade lausanne ouchy;5499;Switzerland;250 Tsd €;Leihe
;;357858;01.08.2020;ssc neapel u19;12819;Italy;fc lausanne sport;527;Switzerland;-;150 Tsd €
;;357858;13.08.2019;fc lausanne sport u18;27999;Switzerland;ssc neapel u19;12819;Italy;-;150 Tsd €
;;357858;01.07.2018;team vaud yverdon region et broye jugend;7073;Switzerland;fc lausanne sport u18;27999;Switzerland;-;?
;;919173;30.06.2024;fc stade lausanne ouchy;5499;Switzerland;stade reims;1421;France;900 Tsd €;Leih Ende
;;919173;15.02.2024;stade reims;1421;France;fc stade lausanne ouchy;5499;Switzerland;700 Tsd €;Leihe
;;919173;30.06.2023;kas eupen;1245;Belgium;stade reims;1421;France;350 Tsd €;Leih Ende
;;919173;12.01.2023;stade reims;1421;France;kas eupen;1245;Belgium;200 Tsd €;Leihe
;;919173;01.07.2022;stade reims b;11204;France;stade reims;1421;France;200 Tsd €;-
;;919173;01.07.2021;stade de reims u19;12774;France;stade reims b;11204;France;-;-
;;517372;03.07.2021;olympique marseille;244;France;fc stade lausanne ouchy;5499;Switzerland;150 Tsd €;?
;;517372;30.06.2021;sv zulte waregem;3508;Belgium;olympique marseille;244;France;150 Tsd €;Leih Ende
;;517372;28.09.2020;olympique marseille;244;France;sv zulte waregem;3508;Belgium;150 Tsd €;Leihe
;;517372;03.07.2019;olympique marseille b;8524;France;olympique marseille;244;France;-;-
;;517372;01.07.2017;olympique marseille u19;8058;France;olympique marseille b;8524;France;-;-
;;60539;12.07.2022;ce sabadell fc;11422;Spain;fc stade lausanne ouchy;5499;Switzerland;150 Tsd €;ablösefrei
;;60539;14.03.2022;;515;;ce sabadell fc;11422;Spain;400 Tsd €;-
;;60539;01.07.2021;goztepe;1467;Tï¿½rkiye;;515;;400 Tsd €;-
;;60539;01.07.2018;alanyaspor;11282;Tï¿½rkiye;goztepe;1467;Tï¿½rkiye;1,25 Mio €;ablösefrei
;;60539;31.08.2016;fc lorient;1158;France;alanyaspor;11282;Tï¿½rkiye;1,50 Mio €;ablösefrei
;;60539;26.01.2012;olympique lyon;1041;France;fc lorient;1158;France;700 Tsd €;ablösefrei
;;60539;01.07.2008;olympique lyon u19;7813;France;olympique lyon;1041;France;-;-
;;460347;25.08.2020;;515;;fc stade lausanne ouchy;5499;Switzerland;150 Tsd €;-
;;460347;01.07.2020;fc stade nyonnais;5507;Switzerland;;515;;150 Tsd €;-
;;460347;01.08.2019;fc sion u21;8508;Switzerland;fc stade nyonnais;5507;Switzerland;25 Tsd €;ablösefrei
;;460347;30.06.2019;fc wohlen;1978;Switzerland;fc sion u21;8508;Switzerland;25 Tsd €;Leih Ende
;;460347;27.02.2019;fc sion u21;8508;Switzerland;fc wohlen;1978;Switzerland;25 Tsd €;Leihe
;;460347;01.01.2018;fc bulle;2053;Switzerland;fc sion u21;8508;Switzerland;-;ablösefrei
;;460347;01.07.2017;fc richemond fr;36781;Switzerland;fc bulle;2053;Switzerland;-;ablösefrei
;;460347;01.07.2016;fribourg aff jugend;28009;Switzerland;fc richemond fr;36781;Switzerland;-;ablösefrei
;;410616;01.07.2023;fc schaffhausen;1277;Switzerland;fc stade lausanne ouchy;5499;Switzerland;200 Tsd €;ablösefrei
;;410616;12.10.2020;fc winterthur;242;Switzerland;fc schaffhausen;1277;Switzerland;100 Tsd €;ablösefrei
;;410616;01.07.2019;fc winterthur u21;14156;Switzerland;fc winterthur;242;Switzerland;50 Tsd €;-
;;410616;01.07.2018;fc wil 1900;850;Switzerland;fc winterthur u21;14156;Switzerland;50 Tsd €;ablösefrei
;;410616;30.06.2018;fc st gallen 1879 u21;9178;Switzerland;fc wil 1900;850;Switzerland;50 Tsd €;Leih Ende
;;410616;26.01.2018;fc wil 1900;850;Switzerland;fc st gallen 1879 u21;9178;Switzerland;50 Tsd €;Leihe
;;410616;01.07.2017;fc st gallen 1879 u21;9178;Switzerland;fc wil 1900;850;Switzerland;-;ablösefrei
;;410616;01.07.2016;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;410616;01.07.2014;fc st gallen 1879 jugend;42251;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;410616;01.07.2013;fc wil 1900 jugend;15604;Switzerland;fc st gallen 1879 jugend;42251;Switzerland;-;ablösefrei
;;170535;27.07.2021;pau fc;3166;France;fc stade lausanne ouchy;5499;Switzerland;400 Tsd €;ablösefrei
;;170535;01.07.2019;fc tours;3161;France;pau fc;3166;France;300 Tsd €;ablösefrei
;;170535;01.07.2017;stade laval;1080;France;fc tours;3161;France;300 Tsd €;?
;;170535;01.07.2016;usl dunkerque;9202;France;stade laval;1080;France;-;?
;;170535;01.07.2015;us choisy au bac;79260;France;usl dunkerque;9202;France;-;ablösefrei
;;170535;02.10.2013;asm belfort;17131;France;us choisy au bac;79260;France;-;ablösefrei
;;170535;11.07.2013;fc sochaux montbeliard b;10825;France;asm belfort;17131;France;-;ablösefrei
;;170535;01.07.2011;fc sochaux montbeliard u19;10826;France;fc sochaux montbeliard b;10825;France;-;-
;;192714;14.07.2022;as nancy lorraine;1159;France;fc stade lausanne ouchy;5499;Switzerland;300 Tsd €;ablösefrei
;;192714;01.07.2019;paris fc;10004;France;as nancy lorraine;1159;France;500 Tsd €;ablösefrei
;;192714;01.07.2017;as beziers;10867;France;paris fc;10004;France;225 Tsd €;ablösefrei
;;192714;02.07.2016;ac amiens;32762;France;as beziers;10867;France;50 Tsd €;ablösefrei
