Verein_nr;Spieler Name;player_nr;Datum;old_club_name;old_club_nr;old_club_country;new_club_name;new_club_nr;new_club_country;MW;Ablöse
;;382774;19.07.2015;fc lausanne sport u16;14197;Switzerland;fc sion jugend;42250;Switzerland;-;?
;;382774;01.07.2014;vevey sports jugend;54449;Switzerland;fc lausanne sport u16;14197;Switzerland;-;?
;;382774;01.07.2013;fc aigle jugend;52617;Switzerland;vevey sports jugend;54449;Switzerland;-;?
;;192638;30.06.2024;fc luzern;434;Switzerland;fc empoli;749;Italy;900 Tsd €;Leih Ende
;;192638;03.09.2023;fc empoli;749;Italy;fc luzern;434;Switzerland;2,00 Mio €;Leihe
;;192638;01.07.2021;atalanta bergamo;800;Italy;fc empoli;749;Italy;2,00 Mio €;2,30 Mio €
;;192638;30.06.2021;fc empoli;749;Italy;atalanta bergamo;800;Italy;2,00 Mio €;Leih Ende
;;192638;25.09.2020;atalanta bergamo;800;Italy;fc empoli;749;Italy;1,50 Mio €;Leihe
;;192638;31.08.2020;frosinone calcio;8970;Italy;atalanta bergamo;800;Italy;1,50 Mio €;Leih Ende
;;192638;12.08.2019;atalanta bergamo;800;Italy;frosinone calcio;8970;Italy;2,00 Mio €;Leihe
;;192638;30.06.2019;palermo fc;458;Italy;atalanta bergamo;800;Italy;2,00 Mio €;Leih Ende
;;192638;25.07.2018;atalanta bergamo;800;Italy;palermo fc;458;Italy;1,50 Mio €;Leihe
;;192638;01.07.2017;fc luzern;434;Switzerland;atalanta bergamo;800;Italy;1,80 Mio €;ablösefrei
;;192638;01.01.2015;fc luzern u21;5494;Switzerland;fc luzern;434;Switzerland;-;-
;;192638;01.07.2014;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;622023;08.10.2021;fc luzern u21;5494;Switzerland;fc luzern;434;Switzerland;-;-
;;622023;01.07.2021;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;622023;01.07.2019;fc luzern u16;74948;Switzerland;team fc luzern sc kriens u18;14332;Switzerland;-;-
;;622023;01.07.2018;fc luzern jugend;42249;Switzerland;fc luzern u16;74948;Switzerland;-;-
;;192166;01.07.2022;fc thun;938;Switzerland;fc luzern;434;Switzerland;400 Tsd €;?
;;192166;01.07.2021;fc vaduz;163;Lichtenstein;fc thun;938;Switzerland;450 Tsd €;ablösefrei
;;192166;01.07.2019;sc austria lustenau;541;Austria;fc vaduz;163;Lichtenstein;250 Tsd €;ablösefrei
;;192166;01.07.2017;sc freiburg ii;245;Germany;sc austria lustenau;541;Austria;-;ablösefrei
;;192166;01.07.2015;sc freiburg u19;4042;Germany;sc freiburg ii;245;Germany;75 Tsd €;-
;;192166;01.07.2013;sc freiburg u17;21075;Germany;sc freiburg u19;4042;Germany;-;-
;;192166;01.07.2011;sc freiburg jugend;18042;Germany;sc freiburg u17;21075;Germany;-;-
;;192166;01.07.2008;sc kappel jugend;50084;Germany;sc freiburg jugend;18042;Germany;-;ablösefrei
;;146164;01.07.2024;fc luzern;434;Switzerland;;515;;2,00 Mio €;-
;;146164;24.08.2022;fenerbahce;36;Tï¿½rkiye;fc luzern;434;Switzerland;500 Tsd €;ablösefrei
;;146164;30.06.2022;fc midtjylland;865;Denmark;fenerbahce;36;Tï¿½rkiye;500 Tsd €;Leih Ende
;;146164;31.01.2022;fenerbahce;36;Tï¿½rkiye;fc midtjylland;865;Denmark;900 Tsd €;Leihe
;;146164;02.09.2021;1 fc koln;3;Germany;fenerbahce;36;Tï¿½rkiye;1,50 Mio €;ablösefrei
;;146164;27.01.2021;crystal palace;873;England;1 fc koln;3;Germany;3,00 Mio €;ablösefrei
;;146164;02.08.2018;fc schalke 04;33;Germany;crystal palace;873;England;18,00 Mio €;ablösefrei
;;146164;01.01.2013;fc schalke 04 u19;1463;Germany;fc schalke 04;33;Germany;-;-
;;146164;01.01.2012;fc schalke 04 u17;21061;Germany;fc schalke 04 u19;1463;Germany;-;-
;;146164;01.07.2010;fc schalke 04 jugend;11884;Germany;fc schalke 04 u17;21061;Germany;-;-
;;146164;01.07.2009;msv duisburg jugend;11888;Germany;fc schalke 04 jugend;11884;Germany;-;ablösefrei
;;146164;01.07.2004;rot weiss oberhausen jugend;38232;Germany;msv duisburg jugend;11888;Germany;-;ablösefrei
;;146164;01.07.2002;fc sardegna oberhausen jugend;40070;Germany;rot weiss oberhausen jugend;38232;Germany;-;ablösefrei
;;434084;19.07.2022;as trencin;7918;Slovakia;fc luzern;434;Switzerland;600 Tsd €;?
;;434084;01.01.2018;as trencin u19;16181;Slovakia;as trencin;7918;Slovakia;-;-
;;183446;01.07.2024;fc luzern;434;Switzerland;;515;;100 Tsd €;-
;;183446;02.07.2021;fc basel 1893;26;Switzerland;fc luzern;434;Switzerland;600 Tsd €;ablösefrei
;;183446;30.06.2021;sv darmstadt 98;105;Germany;fc basel 1893;26;Switzerland;600 Tsd €;Leih Ende
;;183446;01.02.2021;fc basel 1893;26;Switzerland;sv darmstadt 98;105;Germany;1,00 Mio €;Leihe
;;183446;01.01.2018;fc lausanne sport;527;Switzerland;fc basel 1893;26;Switzerland;1,50 Mio €;?
;;183446;25.01.2016;fc basel 1893 u21;5299;Switzerland;fc lausanne sport;527;Switzerland;150 Tsd €;?
;;183446;01.01.2013;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;183446;01.07.2011;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;582019;01.07.2024;fc luzern;434;Switzerland;;515;;100 Tsd €;-
;;582019;31.12.2023;fc baden 1897;747;Switzerland;fc luzern;434;Switzerland;100 Tsd €;Leih Ende
;;582019;08.07.2023;fc luzern;434;Switzerland;fc baden 1897;747;Switzerland;200 Tsd €;Leihe
;;582019;26.01.2023;fc ashdod;6105;Israel;fc luzern;434;Switzerland;200 Tsd €;Leih Ende
;;582019;15.09.2022;fc luzern;434;Switzerland;fc ashdod;6105;Israel;200 Tsd €;Leihe
;;582019;24.09.2020;fc ashdod;6105;Israel;fc luzern;434;Switzerland;350 Tsd €;940 Tsd €
;;582019;01.07.2019;dreams fc;37487;Ghana;fc ashdod;6105;Israel;50 Tsd €;?
;;748358;11.08.2022;clermont foot 63;3524;France;fc luzern;434;Switzerland;400 Tsd €;400 Tsd €
;;748358;30.06.2022;fc stade lausanne ouchy;5499;Switzerland;clermont foot 63;3524;France;400 Tsd €;Leih Ende
;;748358;13.07.2021;clermont foot 63;3524;France;fc stade lausanne ouchy;5499;Switzerland;400 Tsd €;Leihe
;;748358;01.07.2020;clermont foot 63 b;16654;France;clermont foot 63;3524;France;-;-
;;748358;03.01.2020;fc vaulx en velin;30207;France;clermont foot 63 b;16654;France;-;?
;;371554;01.07.2023;ac ajaccio;1147;France;fc luzern;434;Switzerland;700 Tsd €;?
;;371554;01.07.2022;fc aarau;116;Switzerland;ac ajaccio;1147;France;550 Tsd €;?
;;371554;01.07.2019;fc baden 1897;747;Switzerland;fc aarau;116;Switzerland;-;ablösefrei
;;371554;01.07.2018;sc schoftland;14384;Switzerland;fc baden 1897;747;Switzerland;-;ablösefrei
;;371554;16.02.2018;fc schinznach bad;97618;Switzerland;sc schoftland;14384;Switzerland;-;ablösefrei
;;371554;25.07.2017;pausiert;2113;;fc schinznach bad;97618;Switzerland;-;-
;;371554;01.07.2016;team aargau u21;8087;Switzerland;pausiert;2113;;-;-
;;371554;01.07.2015;fc aarau u18;21243;Switzerland;team aargau u21;8087;Switzerland;-;-
;;371554;01.07.2014;fc aarau u17;69872;Switzerland;fc aarau u18;21243;Switzerland;-;-
;;371554;01.07.2013;fc aarau u16;18723;Switzerland;fc aarau u17;69872;Switzerland;-;-
;;371554;01.07.2012;fc aarau jugend;50256;Switzerland;fc aarau u16;18723;Switzerland;-;-
;;371554;18.01.2008;grasshopper club zurich jugend;59552;Switzerland;fc aarau jugend;50256;Switzerland;-;-
;;678847;26.01.2023;fc luzern u21;5494;Switzerland;fc luzern;434;Switzerland;25 Tsd €;-
;;678847;01.07.2022;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;678847;01.07.2020;fc luzern u16;74948;Switzerland;team fc luzern sc kriens u18;14332;Switzerland;-;-
;;678847;01.07.2019;fc luzern jugend;42249;Switzerland;fc luzern u16;74948;Switzerland;-;-
;;678847;03.07.2012;fc kussnacht a r jugend;83261;Switzerland;fc luzern jugend;42249;Switzerland;-;ablösefrei
;;707759;01.04.2023;fc luzern u21;5494;Switzerland;fc luzern;434;Switzerland;25 Tsd €;-
;;707759;01.07.2021;team fc luzern sc kriens u18;14332;Switzerland;fc luzern u21;5494;Switzerland;-;-
;;707759;01.07.2020;team fc luzern sc kriens u17;25022;Switzerland;team fc luzern sc kriens u18;14332;Switzerland;-;-
;;707759;01.07.2019;fc luzern u16;74948;Switzerland;team fc luzern sc kriens u17;25022;Switzerland;-;-
;;167342;30.06.2024;fc luzern;434;Switzerland;fc lorient;1158;France;1,20 Mio €;Leih Ende
;;167342;05.02.2024;fc lorient;1158;France;fc luzern;434;Switzerland;1,20 Mio €;Leihe
;;167342;30.06.2023;fc valenciennes;1423;France;fc lorient;1158;France;1,50 Mio €;Leih Ende
;;167342;31.01.2023;fc lorient;1158;France;fc valenciennes;1423;France;1,20 Mio €;Leihe
;;167342;30.06.2022;vitesse arnheim;499;Netherlands;fc lorient;1158;France;2,50 Mio €;Leih Ende
;;167342;11.01.2022;fc lorient;1158;France;vitesse arnheim;499;Netherlands;4,00 Mio €;Leihe
;;167342;08.07.2020;clermont foot 63;3524;France;fc lorient;1158;France;2,00 Mio €;9,00 Mio €
;;167342;01.07.2019;scr altach;3551;Austria;clermont foot 63;3524;France;600 Tsd €;ablösefrei
;;167342;01.07.2017;floridsdorfer ac;7443;Austria;scr altach;3551;Austria;250 Tsd €;ablösefrei
;;167342;15.07.2016;vfb stuttgart ii;102;Germany;floridsdorfer ac;7443;Austria;175 Tsd €;ablösefrei
;;167342;01.07.2015;vfb stuttgart u19;2517;Germany;vfb stuttgart ii;102;Germany;150 Tsd €;-
;;167342;01.07.2013;vfb stuttgart u17;21084;Germany;vfb stuttgart u19;2517;Germany;-;-
;;167342;01.07.2012;aka rapid wien u18;4753;Austria;vfb stuttgart u17;21084;Germany;-;300 Tsd €
;;167342;01.07.2009;sk rapid wien jugend;20134;Austria;aka rapid wien u18;4753;Austria;-;-
;;167342;01.01.2004;sc wiener viktoria jugend;20460;Austria;sk rapid wien jugend;20134;Austria;-;?
;;575610;31.08.2022;fc girondins bordeaux b;10872;France;fc luzern;434;Switzerland;300 Tsd €;ablösefrei
;;575610;21.02.2020;gomido fc;27784;Togo;fc girondins bordeaux b;10872;France;-;?
;;575610;01.07.2018;fc espoir de zio;103370;Togo;gomido fc;27784;Togo;-;?
;;575610;01.07.2017;;75;;fc espoir de zio;103370;Togo;-;?
;;333161;01.07.2023;fk khimki;3719;Russia;fc luzern;434;Switzerland;500 Tsd €;ablösefrei
;;333161;30.06.2023;sv sandhausen;254;Germany;fk khimki;3719;Russia;500 Tsd €;Leih Ende
;;333161;16.08.2022;fk khimki;3719;Russia;sv sandhausen;254;Germany;1,00 Mio €;Leihe
;;333161;30.06.2022;sc paderborn 07;127;Germany;fk khimki;3719;Russia;1,00 Mio €;Leih Ende
;;333161;31.01.2022;fk khimki;3719;Russia;sc paderborn 07;127;Germany;1,20 Mio €;Leihe
;;333161;10.08.2021;fenerbahce;36;Tï¿½rkiye;fk khimki;3719;Russia;1,60 Mio €;800 Tsd €
;;333161;30.06.2021;fatih karagumruk;6646;Tï¿½rkiye;fenerbahce;36;Tï¿½rkiye;1,60 Mio €;Leih Ende
;;333161;01.02.2021;fenerbahce;36;Tï¿½rkiye;fatih karagumruk;6646;Tï¿½rkiye;2,00 Mio €;Leihe
;;333161;05.10.2020;fc basel 1893;26;Switzerland;fenerbahce;36;Tï¿½rkiye;2,40 Mio €;1,39 Mio €
;;333161;01.07.2019;neuchatel xamax fcs;625;Switzerland;fc basel 1893;26;Switzerland;1,50 Mio €;ablösefrei
;;333161;05.07.2018;tsg 1899 hoffenheim ii;983;Germany;neuchatel xamax fcs;625;Switzerland;25 Tsd €;ablösefrei
;;333161;01.04.2016;fc st gallen 1879 u21;9178;Switzerland;tsg 1899 hoffenheim ii;983;Germany;25 Tsd €;ablösefrei
;;333161;31.03.2016;tsg 1899 hoffenheim ii;983;Germany;fc st gallen 1879 u21;9178;Switzerland;25 Tsd €;Leih Ende
;;333161;05.08.2015;fc st gallen 1879 u21;9178;Switzerland;tsg 1899 hoffenheim ii;983;Germany;25 Tsd €;Leihe
;;333161;01.07.2014;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;78868;01.07.2023;olympiakos nikosia;1402;Cyprus;servette fc;61;Switzerland;500 Tsd €;ablösefrei
;;78868;08.07.2021;aek larnaka;2156;Cyprus;olympiakos nikosia;1402;Cyprus;600 Tsd €;ablösefrei
;;78868;15.01.2021;apollon limassol;429;Cyprus;aek larnaka;2156;Cyprus;600 Tsd €;ablösefrei
;;78868;01.07.2019;pafos fc;45457;Cyprus;apollon limassol;429;Cyprus;500 Tsd €;?
;;78868;10.08.2018;sv darmstadt 98;105;Germany;pafos fc;45457;Cyprus;300 Tsd €;?
;;78868;01.07.2017;grasshopper club zurich;504;Switzerland;sv darmstadt 98;105;Germany;400 Tsd €;ablösefrei
;;78868;01.07.2015;fc aarau;116;Switzerland;grasshopper club zurich;504;Switzerland;750 Tsd €;150 Tsd €
;;78868;01.07.2008;team aargau u21;8087;Switzerland;fc aarau;116;Switzerland;-;-
;;170344;01.07.2016;fc biel bienne 1896;2155;Switzerland;servette fc;61;Switzerland;200 Tsd €;ablösefrei
;;170344;01.07.2015;olympique lyon;1041;France;fc biel bienne 1896;2155;Switzerland;150 Tsd €;ablösefrei
;;170344;30.06.2015;servette fc;61;Switzerland;olympique lyon;1041;France;150 Tsd €;Leih Ende
;;170344;02.02.2015;olympique lyon;1041;France;servette fc;61;Switzerland;150 Tsd €;Leihe
;;170344;01.07.2013;olympique lyon b;12764;France;olympique lyon;1041;France;50 Tsd €;-
;;170344;01.07.2011;olympique lyon u19;7813;France;olympique lyon b;12764;France;-;-
;;170344;01.07.2009;servette fc u17;14179;Switzerland;olympique lyon u19;7813;France;-;ablösefrei
;;628380;08.04.2023;servette fc u21;25526;Switzerland;servette fc;61;Switzerland;100 Tsd €;-
;;628380;01.07.2020;servette fc u18;5506;Switzerland;servette fc u21;25526;Switzerland;-;-
